Reviewer,Review,Review_en,SeparatedSentences,ReviewDate
回到原点,最近看了一部美国电影《实习生》，讲述的是一位70岁的老人去最新的互联网电商公司，在安妮·海瑟薇扮演的公司创始人手下做实习生、重启退休生活的故事。 不得不说，这是近一年来看过的最令我心动一部好片子。 男主人公中产退休，妻子去世，孩子成家。他身心健康，生活安乐，可...  (展开),"A recent American film, The Intern, tells the story of a 70-year-old man who went to the latest Internet e-commerce company to work as an intern and restart his retirement life under the company's founder, played by Anne Hathaway. I have to say, this is the best movie I've seen in the last year. The male protagonist middle class retired, his wife died, and his children started a family.He is physically and mentally healthy, but he has a good life.。。  (Deployment)","I have to say, this is the best movie I've seen in the last year.",2018-09-08 15:32:08
回到原点,最近看了一部美国电影《实习生》，讲述的是一位70岁的老人去最新的互联网电商公司，在安妮·海瑟薇扮演的公司创始人手下做实习生、重启退休生活的故事。 不得不说，这是近一年来看过的最令我心动一部好片子。 男主人公中产退休，妻子去世，孩子成家。他身心健康，生活安乐，可...  (展开),"A recent American film, The Intern, tells the story of a 70-year-old man who went to the latest Internet e-commerce company to work as an intern and restart his retirement life under the company's founder, played by Anne Hathaway. I have to say, this is the best movie I've seen in the last year. The male protagonist middle class retired, his wife died, and his children started a family.He is physically and mentally healthy, but he has a good life.。。  (Deployment)","The male protagonist middle class retired, his wife died, and his children started a family.He is physically and mentally healthy, but he has a good life.。。  (Deployment)",2018-09-08 15:32:08
半夏夏夏夏雨天,有女权色彩，但是女权，也是平等。因为男性在忙于事业，女性也可以忙于事业。电影中并没有强调女主作为女性而有很么优待，而是作为独立平等个体而努力处理生活中的事情。是否为家庭主妇是争论点，但是男女角色对调而已，男主也是心甘情愿的，各人价值观不同就选择不同。电影倒...  (展开),"Feminism, but women's rights are equal.Because men are busy with business, women can also be busy with business.The film does not emphasize how well women are treated as women, but as independent and equal individuals trying to deal with things in life.Whether or not to be a housewife is a point of contention, but the roles of men and women are only reconciled, and men are also willing to choose different values.Movies...  (Deployment)","Feminism, but women's rights are equal.Because men are busy with business, women can also be busy with business.The film does not emphasize how well women are treated as women, but as independent and equal individuals trying to deal with things in life.Whether or not to be a housewife is a point of contention, but the roles of men and women are only reconciled, and men are also willing to choose different values.Movies...  (Deployment)",2018-09-07 2:49:04
吓我小狐仙,不得不说都是老演员呐，演技简直⋯⋯画面很美，本 温文儒雅又睿智有阅历实在是太迷人了！他称赞他的妻子，说她从来没有变过，是很难得的事情，一个人能一辈子一尘不染做自己真的太难得，希望自己能学习，永远善良，海瑟薇婚姻出问题，她还是能静下来去想怎么处理，即使心碎...  (展开),"I have to say that they are old actors, acting is simply ... the picture is very beautiful, this gentle and elegant and intelligent experience is really too fascinating!He praised his wife, saying that she has never changed, it is rare for a person to be spotless for a lifetime, hoping that he can learn, always kind, Hathaway marriage problems, she can still calm down to think about what to do, even if her heart is broken.。。  (Deployment)","I have to say that they are old actors, acting is simply ... the picture is very beautiful, this gentle and elegant and intelligent experience is really too fascinating!He praised his wife, saying that she has never changed, it is rare for a person to be spotless for a lifetime, hoping that he can learn, always kind, Hathaway marriage problems, she can still calm down to think about what to do, even if her heart is broken.。。  (Deployment)",2018-09-06 11:57:35
代哈哈,"这篇影评可能有剧透

很早之前看过安妮海瑟薇的一部电影，叫做《穿普拉达的女魔头》，那时的安妮海瑟薇是刚毕业的小女生，青涩幼稚，不知道社会和职场上的各种规则，碰壁碰的心灰意冷。后来无意间找到一个时尚杂志编辑助理的工作，从一个连高跟鞋都不会穿的职场小白，到最后十公分的高跟鞋走起路来...  (展开)","This movie may have a spoiler.

Long ago saw Anne Hathaway's movie, called ""The Devil Wears Prada"", when Anne Hathaway was a fresh graduate girl, young and childish, do not know the rules of society and the workplace, touching the wall of frustration.Later, I accidentally found a job as an editorial assistant for a fashion magazine, from a white office worker who couldn't even wear high heels to the last ten centimeters of heels.。。  (Deployment)",This movie may have a spoiler.,2018-09-03 17:53:43
代哈哈,"这篇影评可能有剧透

很早之前看过安妮海瑟薇的一部电影，叫做《穿普拉达的女魔头》，那时的安妮海瑟薇是刚毕业的小女生，青涩幼稚，不知道社会和职场上的各种规则，碰壁碰的心灰意冷。后来无意间找到一个时尚杂志编辑助理的工作，从一个连高跟鞋都不会穿的职场小白，到最后十公分的高跟鞋走起路来...  (展开)","This movie may have a spoiler.

Long ago saw Anne Hathaway's movie, called ""The Devil Wears Prada"", when Anne Hathaway was a fresh graduate girl, young and childish, do not know the rules of society and the workplace, touching the wall of frustration.Later, I accidentally found a job as an editorial assistant for a fashion magazine, from a white office worker who couldn't even wear high heels to the last ten centimeters of heels.。。  (Deployment)","Long ago saw Anne Hathaway's movie, called ""The Devil Wears Prada"", when Anne Hathaway was a fresh graduate girl, young and childish, do not know the rules of society and the workplace, touching the wall of frustration.Later, I accidentally found a job as an editorial assistant for a fashion magazine, from a white office worker who couldn't even wear high heels to the last ten centimeters of heels.。。  (Deployment)",2018-09-03 17:53:43
张张张蒋蒋蒋,"这篇影评可能有剧透

一开始看到影片的海报的时候，以为是类似于《穿普拉达的女魔头》那样，安妮海瑟薇由一名实习生开始，讲述实习生过程中的一些故事，又或者由实习生一步一步成长为职场菁英的故事。但是故事开展了5分钟之后，发现自己想的太简单了。 影片讲述的是一位70岁的老爷爷本，在退休之后...  (展开)","This movie may have a spoiler.

When I first saw the poster, I thought it was similar to ""The Devil Wears Prada"", Anne Hathaway began as an intern, telling stories about the internship process, or growing from an intern to a career elite.But five minutes into the story, I found myself thinking too simply. The film is about a 70-year-old grandfather, Ben, after retirement.。。  (Deployment)",This movie may have a spoiler.,2018-09-02 23:40:35
张张张蒋蒋蒋,"这篇影评可能有剧透

一开始看到影片的海报的时候，以为是类似于《穿普拉达的女魔头》那样，安妮海瑟薇由一名实习生开始，讲述实习生过程中的一些故事，又或者由实习生一步一步成长为职场菁英的故事。但是故事开展了5分钟之后，发现自己想的太简单了。 影片讲述的是一位70岁的老爷爷本，在退休之后...  (展开)","This movie may have a spoiler.

When I first saw the poster, I thought it was similar to ""The Devil Wears Prada"", Anne Hathaway began as an intern, telling stories about the internship process, or growing from an intern to a career elite.But five minutes into the story, I found myself thinking too simply. The film is about a 70-year-old grandfather, Ben, after retirement.。。  (Deployment)","When I first saw the poster, I thought it was similar to ""The Devil Wears Prada"", Anne Hathaway began as an intern, telling stories about the internship process, or growing from an intern to a career elite.But five minutes into the story, I found myself thinking too simply.",2018-09-02 23:40:35
张张张蒋蒋蒋,"这篇影评可能有剧透

一开始看到影片的海报的时候，以为是类似于《穿普拉达的女魔头》那样，安妮海瑟薇由一名实习生开始，讲述实习生过程中的一些故事，又或者由实习生一步一步成长为职场菁英的故事。但是故事开展了5分钟之后，发现自己想的太简单了。 影片讲述的是一位70岁的老爷爷本，在退休之后...  (展开)","This movie may have a spoiler.

When I first saw the poster, I thought it was similar to ""The Devil Wears Prada"", Anne Hathaway began as an intern, telling stories about the internship process, or growing from an intern to a career elite.But five minutes into the story, I found myself thinking too simply. The film is about a 70-year-old grandfather, Ben, after retirement.。。  (Deployment)","The film is about a 70-year-old grandfather, Ben, after retirement.。。  (Deployment)",2018-09-02 23:40:35
Bertch要当一名,"这篇影评可能有剧透

无聊的时候看的一部电影，觉得还不错，剧情其实并不是那么的吸引人。 讲的故事是一个70岁的老人在妻子去世之后想要找一件事情让自己可以忙碌起来的故事。最开端时候男主的独白让我非常的有共鸣。就是，每当你回到家的时候，你总觉得那好像不是你应该呆的地方。你还是想找点事情...  (展开)","This movie may have a spoiler.

A movie that I watch when I'm bored is not that attractive. The story is about a 70-year-old man trying to find something to keep himself busy after his wife's death.In the beginning, the man's monologue made me very sympathetic.Every time you get home, you feel like it's not where you should be.You still want to find something.。。  (Deployment)",This movie may have a spoiler.,2018-09-02 23:15:01
Bertch要当一名,"这篇影评可能有剧透

无聊的时候看的一部电影，觉得还不错，剧情其实并不是那么的吸引人。 讲的故事是一个70岁的老人在妻子去世之后想要找一件事情让自己可以忙碌起来的故事。最开端时候男主的独白让我非常的有共鸣。就是，每当你回到家的时候，你总觉得那好像不是你应该呆的地方。你还是想找点事情...  (展开)","This movie may have a spoiler.

A movie that I watch when I'm bored is not that attractive. The story is about a 70-year-old man trying to find something to keep himself busy after his wife's death.In the beginning, the man's monologue made me very sympathetic.Every time you get home, you feel like it's not where you should be.You still want to find something.。。  (Deployment)",A movie that I watch when I'm bored is not that attractive.,2018-09-02 23:15:01
Bertch要当一名,"这篇影评可能有剧透

无聊的时候看的一部电影，觉得还不错，剧情其实并不是那么的吸引人。 讲的故事是一个70岁的老人在妻子去世之后想要找一件事情让自己可以忙碌起来的故事。最开端时候男主的独白让我非常的有共鸣。就是，每当你回到家的时候，你总觉得那好像不是你应该呆的地方。你还是想找点事情...  (展开)","This movie may have a spoiler.

A movie that I watch when I'm bored is not that attractive. The story is about a 70-year-old man trying to find something to keep himself busy after his wife's death.In the beginning, the man's monologue made me very sympathetic.Every time you get home, you feel like it's not where you should be.You still want to find something.。。  (Deployment)","The story is about a 70-year-old man trying to find something to keep himself busy after his wife's death.In the beginning, the man's monologue made me very sympathetic.Every time you get home, you feel like it's not where you should be.You still want to find something.。。  (Deployment)",2018-09-02 23:15:01
朝酒晚歌,"这篇影评可能有剧透

刚看完电影《实习生》触动良多。这不是一部新电影，电影所要表达的主题却是无论过多少年都不会过时的。 本（罗伯特·德尼罗饰）应聘到一家互联网电商公司做实习生。必须要插播一下，本让我想到了《教父2》里的唐·科莱昂，那是年轻的罗伯特德尼，虽然是配角，却帅到飞起。 好，...  (展开)","This movie may have a spoiler.

Just watched the movie ""Intern"" touched a lot of hearts.This is not a new movie, but the theme of the movie will not be out of date for many years. Ben (Robert De Niro) is hired as an intern at an Internet e-commerce company.Ben reminds me of Don Corleone in The Godfather 2, the young Robert Deeney, who's a supporting actor, but handsome enough to fly. All right, well...  (Deployment)",This movie may have a spoiler.,2018-09-02 18:10:43
朝酒晚歌,"这篇影评可能有剧透

刚看完电影《实习生》触动良多。这不是一部新电影，电影所要表达的主题却是无论过多少年都不会过时的。 本（罗伯特·德尼罗饰）应聘到一家互联网电商公司做实习生。必须要插播一下，本让我想到了《教父2》里的唐·科莱昂，那是年轻的罗伯特德尼，虽然是配角，却帅到飞起。 好，...  (展开)","This movie may have a spoiler.

Just watched the movie ""Intern"" touched a lot of hearts.This is not a new movie, but the theme of the movie will not be out of date for many years. Ben (Robert De Niro) is hired as an intern at an Internet e-commerce company.Ben reminds me of Don Corleone in The Godfather 2, the young Robert Deeney, who's a supporting actor, but handsome enough to fly. All right, well...  (Deployment)","Just watched the movie ""Intern"" touched a lot of hearts.This is not a new movie, but the theme of the movie will not be out of date for many years.",2018-09-02 18:10:43
朝酒晚歌,"这篇影评可能有剧透

刚看完电影《实习生》触动良多。这不是一部新电影，电影所要表达的主题却是无论过多少年都不会过时的。 本（罗伯特·德尼罗饰）应聘到一家互联网电商公司做实习生。必须要插播一下，本让我想到了《教父2》里的唐·科莱昂，那是年轻的罗伯特德尼，虽然是配角，却帅到飞起。 好，...  (展开)","This movie may have a spoiler.

Just watched the movie ""Intern"" touched a lot of hearts.This is not a new movie, but the theme of the movie will not be out of date for many years. Ben (Robert De Niro) is hired as an intern at an Internet e-commerce company.Ben reminds me of Don Corleone in The Godfather 2, the young Robert Deeney, who's a supporting actor, but handsome enough to fly. All right, well...  (Deployment)","Ben (Robert De Niro) is hired as an intern at an Internet e-commerce company.Ben reminds me of Don Corleone in The Godfather 2, the young Robert Deeney, who's a supporting actor, but handsome enough to fly.",2018-09-02 18:10:43
朝酒晚歌,"这篇影评可能有剧透

刚看完电影《实习生》触动良多。这不是一部新电影，电影所要表达的主题却是无论过多少年都不会过时的。 本（罗伯特·德尼罗饰）应聘到一家互联网电商公司做实习生。必须要插播一下，本让我想到了《教父2》里的唐·科莱昂，那是年轻的罗伯特德尼，虽然是配角，却帅到飞起。 好，...  (展开)","This movie may have a spoiler.

Just watched the movie ""Intern"" touched a lot of hearts.This is not a new movie, but the theme of the movie will not be out of date for many years. Ben (Robert De Niro) is hired as an intern at an Internet e-commerce company.Ben reminds me of Don Corleone in The Godfather 2, the young Robert Deeney, who's a supporting actor, but handsome enough to fly. All right, well...  (Deployment)","All right, well...  (Deployment)",2018-09-02 18:10:43
🧃,电影开头的本看得让我有一种惭愧的感觉，人至古稀却不甘于荒废光阴，在本的口中所说即“想要找存在感”，或许也是为了从亡妻的悲伤中释放出来。老骥伏枥，志在千里，在本的身上学到的第一点是至少不要虚度光阴，勇敢地走出舒适区，去寻求自己，寻求存在感。 第二点是与他人的相...  (展开),"At the beginning of the movie, I felt ashamed that people were rare but not willing to waste their time, saying in Ben's mouth that they ""wanted to find a sense of existence"", perhaps also to release from the sadness of their late wife.The first thing I learned from Ben was to at least not waste time, to bravely step out of the comfort zone, to seek myself and to seek a sense of presence. The second point is the relationship with others.。。  (Deployment)","At the beginning of the movie, I felt ashamed that people were rare but not willing to waste their time, saying in Ben's mouth that they ""wanted to find a sense of existence"", perhaps also to release from the sadness of their late wife.The first thing I learned from Ben was to at least not waste time, to bravely step out of the comfort zone, to seek myself and to seek a sense of presence.",2018-08-24 22:52:57
🧃,电影开头的本看得让我有一种惭愧的感觉，人至古稀却不甘于荒废光阴，在本的口中所说即“想要找存在感”，或许也是为了从亡妻的悲伤中释放出来。老骥伏枥，志在千里，在本的身上学到的第一点是至少不要虚度光阴，勇敢地走出舒适区，去寻求自己，寻求存在感。 第二点是与他人的相...  (展开),"At the beginning of the movie, I felt ashamed that people were rare but not willing to waste their time, saying in Ben's mouth that they ""wanted to find a sense of existence"", perhaps also to release from the sadness of their late wife.The first thing I learned from Ben was to at least not waste time, to bravely step out of the comfort zone, to seek myself and to seek a sense of presence. The second point is the relationship with others.。。  (Deployment)",The second point is the relationship with others.。。  (Deployment),2018-08-24 22:52:57
沐青,"这篇影评可能有剧透

因为我做过好几份实习工作，现在也是名实习生，所以来看了这部电影，本以为安妮海瑟薇会是那个实习生（这也是我迟迟没看这部电影的原因）觉得无非就是那些“套路”，事实证明是我高估了自己，这个实习生是一位已退休的70岁老人。 这一点设定让我顿时来了观影兴趣，尤其还是一位...  (展开)","This movie may have a spoiler.

Because I've worked several internships and am now an intern, I came to see this movie and thought Anne Hathaway would be the intern (which is why I haven't seen this movie) and it turned out that I overestimated myself as a retired 70-year-old. This made me interested, especially one of them.。。  (Deployment)",This movie may have a spoiler.,2018-08-18 11:25:26
沐青,"这篇影评可能有剧透

因为我做过好几份实习工作，现在也是名实习生，所以来看了这部电影，本以为安妮海瑟薇会是那个实习生（这也是我迟迟没看这部电影的原因）觉得无非就是那些“套路”，事实证明是我高估了自己，这个实习生是一位已退休的70岁老人。 这一点设定让我顿时来了观影兴趣，尤其还是一位...  (展开)","This movie may have a spoiler.

Because I've worked several internships and am now an intern, I came to see this movie and thought Anne Hathaway would be the intern (which is why I haven't seen this movie) and it turned out that I overestimated myself as a retired 70-year-old. This made me interested, especially one of them.。。  (Deployment)","Because I've worked several internships and am now an intern, I came to see this movie and thought Anne Hathaway would be the intern (which is why I haven't seen this movie) and it turned out that I overestimated myself as a retired 70-year-old.",2018-08-18 11:25:26
沐青,"这篇影评可能有剧透

因为我做过好几份实习工作，现在也是名实习生，所以来看了这部电影，本以为安妮海瑟薇会是那个实习生（这也是我迟迟没看这部电影的原因）觉得无非就是那些“套路”，事实证明是我高估了自己，这个实习生是一位已退休的70岁老人。 这一点设定让我顿时来了观影兴趣，尤其还是一位...  (展开)","This movie may have a spoiler.

Because I've worked several internships and am now an intern, I came to see this movie and thought Anne Hathaway would be the intern (which is why I haven't seen this movie) and it turned out that I overestimated myself as a retired 70-year-old. This made me interested, especially one of them.。。  (Deployment)","This made me interested, especially one of them.。。  (Deployment)",2018-08-18 11:25:26
路人乙,"这篇影评可能有剧透

这部电影讲述了这样一个故事：退休后仍然积极探索生活的Ben看到了一则招聘高龄实习生的广告，凭借着自己的实力与谈吐顺利成为了该公司创始人Jules的个人实习生。Jules事无巨细、无比热爱自己的工作，在与Ben的相处中，坚定了自己继续事业的决心，和Ben也成为了很好的朋友。 这...  (展开)","This movie may have a spoiler.

The film tells the story of Ben, who is still actively exploring life after retirement, who saw an advertisement for an elderly intern and became the company's founder Jules' personal intern with his strength and conversation.Jules, who loves his work, is determined to continue his career with Ben, and Ben has become a good friend. This... (Expanding)",This movie may have a spoiler.,2018-08-15 19:01:54
路人乙,"这篇影评可能有剧透

这部电影讲述了这样一个故事：退休后仍然积极探索生活的Ben看到了一则招聘高龄实习生的广告，凭借着自己的实力与谈吐顺利成为了该公司创始人Jules的个人实习生。Jules事无巨细、无比热爱自己的工作，在与Ben的相处中，坚定了自己继续事业的决心，和Ben也成为了很好的朋友。 这...  (展开)","This movie may have a spoiler.

The film tells the story of Ben, who is still actively exploring life after retirement, who saw an advertisement for an elderly intern and became the company's founder Jules' personal intern with his strength and conversation.Jules, who loves his work, is determined to continue his career with Ben, and Ben has become a good friend. This... (Expanding)","The film tells the story of Ben, who is still actively exploring life after retirement, who saw an advertisement for an elderly intern and became the company's founder Jules' personal intern with his strength and conversation.Jules, who loves his work, is determined to continue his career with Ben, and Ben has become a good friend.",2018-08-15 19:01:54
路人乙,"这篇影评可能有剧透

这部电影讲述了这样一个故事：退休后仍然积极探索生活的Ben看到了一则招聘高龄实习生的广告，凭借着自己的实力与谈吐顺利成为了该公司创始人Jules的个人实习生。Jules事无巨细、无比热爱自己的工作，在与Ben的相处中，坚定了自己继续事业的决心，和Ben也成为了很好的朋友。 这...  (展开)","This movie may have a spoiler.

The film tells the story of Ben, who is still actively exploring life after retirement, who saw an advertisement for an elderly intern and became the company's founder Jules' personal intern with his strength and conversation.Jules, who loves his work, is determined to continue his career with Ben, and Ben has become a good friend. This... (Expanding)",This... (Expanding),2018-08-15 19:01:54
舍予,"这篇影评可能有剧透

乐观向上的本在七十岁的高龄仍然去当实习生，想要与更多人有联系，尝试更多的有趣的事情。 他做事认真主动严谨，会每天穿着西装打着领带，会学习怎么用流行的社交软件，会主动整理很久没有人整理过的办公室的垃圾桌子，会乐于助人，会帮助同事找房子甚至收留他几周，会耐心照顾...  (展开)","This movie may have a spoiler.

Optimistic Ben is still working as an intern at the age of seventy, wanting to connect with more people and try more interesting things. He'll wear a suit and tie every day, learn how to use popular social software, take the initiative to clean up the trash tables in the office that no one has cleaned for a long time, be helpful, help colleagues find a house or even keep him for weeks.。。  (Deployment)",This movie may have a spoiler.,2018-08-12 19:35:58
舍予,"这篇影评可能有剧透

乐观向上的本在七十岁的高龄仍然去当实习生，想要与更多人有联系，尝试更多的有趣的事情。 他做事认真主动严谨，会每天穿着西装打着领带，会学习怎么用流行的社交软件，会主动整理很久没有人整理过的办公室的垃圾桌子，会乐于助人，会帮助同事找房子甚至收留他几周，会耐心照顾...  (展开)","This movie may have a spoiler.

Optimistic Ben is still working as an intern at the age of seventy, wanting to connect with more people and try more interesting things. He'll wear a suit and tie every day, learn how to use popular social software, take the initiative to clean up the trash tables in the office that no one has cleaned for a long time, be helpful, help colleagues find a house or even keep him for weeks.。。  (Deployment)","Optimistic Ben is still working as an intern at the age of seventy, wanting to connect with more people and try more interesting things.",2018-08-12 19:35:58
舍予,"这篇影评可能有剧透

乐观向上的本在七十岁的高龄仍然去当实习生，想要与更多人有联系，尝试更多的有趣的事情。 他做事认真主动严谨，会每天穿着西装打着领带，会学习怎么用流行的社交软件，会主动整理很久没有人整理过的办公室的垃圾桌子，会乐于助人，会帮助同事找房子甚至收留他几周，会耐心照顾...  (展开)","This movie may have a spoiler.

Optimistic Ben is still working as an intern at the age of seventy, wanting to connect with more people and try more interesting things. He'll wear a suit and tie every day, learn how to use popular social software, take the initiative to clean up the trash tables in the office that no one has cleaned for a long time, be helpful, help colleagues find a house or even keep him for weeks.。。  (Deployment)","He'll wear a suit and tie every day, learn how to use popular social software, take the initiative to clean up the trash tables in the office that no one has cleaned for a long time, be helpful, help colleagues find a house or even keep him for weeks.。。  (Deployment)",2018-08-12 19:35:58
jinhui,"这篇影评可能有剧透

又是一部看过却忘记看过的电影，若干年以后安妮海瑟薇自己变身成为了时尚女魔头，同时也是代表着互联网创业者，风投公司和员工顾客之间的协调者，好像看到了自己的工作的影子，互联网创业者就是要有直觉和果断力，骗好风投，千万别被他们带跑偏，最重要是要有passion，以前在互...  (展开)","This movie may have a spoiler.

Anne Hathaway became a fashion witch several years later, but also represented the Internet entrepreneurs, venture capital companies and staff customers, as if to see the shadow of their work, Internet entrepreneurs must have intuition and determination.。。  (Deployment)",This movie may have a spoiler.,2018-08-11 10:58:12
jinhui,"这篇影评可能有剧透

又是一部看过却忘记看过的电影，若干年以后安妮海瑟薇自己变身成为了时尚女魔头，同时也是代表着互联网创业者，风投公司和员工顾客之间的协调者，好像看到了自己的工作的影子，互联网创业者就是要有直觉和果断力，骗好风投，千万别被他们带跑偏，最重要是要有passion，以前在互...  (展开)","This movie may have a spoiler.

Anne Hathaway became a fashion witch several years later, but also represented the Internet entrepreneurs, venture capital companies and staff customers, as if to see the shadow of their work, Internet entrepreneurs must have intuition and determination.。。  (Deployment)","Anne Hathaway became a fashion witch several years later, but also represented the Internet entrepreneurs, venture capital companies and staff customers, as if to see the shadow of their work, Internet entrepreneurs must have intuition and determination.。。  (Deployment)",2018-08-11 10:58:12
zheng,"这篇影评可能有剧透

在电影的开头，年值古稀之年的本便展示出他精致的生活态度，和老于人情事故的人生阅历。为之后与年轻人们打成一片做了充足的铺垫。晚年孤身一人的本不想一直玩下去，希望重新融入社会，接触新鲜物事。然后他戏剧性的回到曾经工作的地方，并开始了一场老年实习生之旅。在本与老...  (展开)","This movie may have a spoiler.

At the beginning of the film, Ben, a rare year old, shows his exquisite attitude to life and his life experience of human accidents.There is plenty of room for young people afterwards.In his later years alone, he did not want to play all the time, hoping to reintegrate into society and come into contact with new things.He then dramatically returned to where he used to work and embarked on a journey of senior interns.Ben and the old...。  (Deployment)",This movie may have a spoiler.,2018-08-07 20:35:48
zheng,"这篇影评可能有剧透

在电影的开头，年值古稀之年的本便展示出他精致的生活态度，和老于人情事故的人生阅历。为之后与年轻人们打成一片做了充足的铺垫。晚年孤身一人的本不想一直玩下去，希望重新融入社会，接触新鲜物事。然后他戏剧性的回到曾经工作的地方，并开始了一场老年实习生之旅。在本与老...  (展开)","This movie may have a spoiler.

At the beginning of the film, Ben, a rare year old, shows his exquisite attitude to life and his life experience of human accidents.There is plenty of room for young people afterwards.In his later years alone, he did not want to play all the time, hoping to reintegrate into society and come into contact with new things.He then dramatically returned to where he used to work and embarked on a journey of senior interns.Ben and the old...。  (Deployment)","At the beginning of the film, Ben, a rare year old, shows his exquisite attitude to life and his life experience of human accidents.There is plenty of room for young people afterwards.In his later years alone, he did not want to play all the time, hoping to reintegrate into society and come into contact with new things.He then dramatically returned to where he used to work and embarked on a journey of senior interns.Ben and the old...。  (Deployment)",2018-08-07 20:35:48
Jo,"这篇影评可能有剧透

这部电影让人看了之后觉得好，大约是因为剧中的主角，有能力将自己的生活过好。 女性创业，面对公司遇到的瓶颈，有能力面对并解决。面对全职照顾家庭，情感空虚出轨的丈夫，有勇气去找合适的解决之道。面对家庭和事业冲突的矛盾时，有能力跨过去，并发现自己内心的声音。而不是...  (展开)","This movie may have a spoiler.

This movie makes people feel good after watching it, probably because the main characters in the drama have the ability to live their lives well. Women entrepreneurship, in the face of bottlenecks encountered by companies, has the ability to face and solve.Faced with a full-time family-career, emotionally empty and cheating husband, she has the courage to find the right solution.When confronted with the contradictions of family and career conflicts, have the ability to step over and find your inner voice.Instead of...  (Deployment)",This movie may have a spoiler.,2018-08-06 23:46:09
Jo,"这篇影评可能有剧透

这部电影让人看了之后觉得好，大约是因为剧中的主角，有能力将自己的生活过好。 女性创业，面对公司遇到的瓶颈，有能力面对并解决。面对全职照顾家庭，情感空虚出轨的丈夫，有勇气去找合适的解决之道。面对家庭和事业冲突的矛盾时，有能力跨过去，并发现自己内心的声音。而不是...  (展开)","This movie may have a spoiler.

This movie makes people feel good after watching it, probably because the main characters in the drama have the ability to live their lives well. Women entrepreneurship, in the face of bottlenecks encountered by companies, has the ability to face and solve.Faced with a full-time family-career, emotionally empty and cheating husband, she has the courage to find the right solution.When confronted with the contradictions of family and career conflicts, have the ability to step over and find your inner voice.Instead of...  (Deployment)","This movie makes people feel good after watching it, probably because the main characters in the drama have the ability to live their lives well.",2018-08-06 23:46:09
Jo,"这篇影评可能有剧透

这部电影让人看了之后觉得好，大约是因为剧中的主角，有能力将自己的生活过好。 女性创业，面对公司遇到的瓶颈，有能力面对并解决。面对全职照顾家庭，情感空虚出轨的丈夫，有勇气去找合适的解决之道。面对家庭和事业冲突的矛盾时，有能力跨过去，并发现自己内心的声音。而不是...  (展开)","This movie may have a spoiler.

This movie makes people feel good after watching it, probably because the main characters in the drama have the ability to live their lives well. Women entrepreneurship, in the face of bottlenecks encountered by companies, has the ability to face and solve.Faced with a full-time family-career, emotionally empty and cheating husband, she has the courage to find the right solution.When confronted with the contradictions of family and career conflicts, have the ability to step over and find your inner voice.Instead of...  (Deployment)","Women entrepreneurship, in the face of bottlenecks encountered by companies, has the ability to face and solve.Faced with a full-time family-career, emotionally empty and cheating husband, she has the courage to find the right solution.When confronted with the contradictions of family and career conflicts, have the ability to step over and find your inner voice.Instead of...  (Deployment)",2018-08-06 23:46:09
lucky girl,看到这个片名和海报，第一反应是海瑟薇又去做实习生了，而这次是一位睿智的大爷，指导她走向了人生巅峰，可惜，猜中了结尾，却没有猜中开头。看完这部片子，我想谈的有三点，以下。 第一，生活。年近七十的本在妻子逝世之后，一个人生活了三年多，他尝试了很多事情，在外人看来...  (展开),"Seeing this title and poster, the first reaction was that Hathaway went to intern again, and this time was a wise man who guided her to the top of her life, but unfortunately, guessed the end, but did not guess the beginning.After watching this movie, I want to talk about three things, the following. First, life.Ben, who was nearly seventy years old, lived alone for more than three years after his wife's death, and he tried many things, in the eyes of outsiders.。。  (Deployment)","Seeing this title and poster, the first reaction was that Hathaway went to intern again, and this time was a wise man who guided her to the top of her life, but unfortunately, guessed the end, but did not guess the beginning.After watching this movie, I want to talk about three things, the following.",2018-08-05 20:24:28
lucky girl,看到这个片名和海报，第一反应是海瑟薇又去做实习生了，而这次是一位睿智的大爷，指导她走向了人生巅峰，可惜，猜中了结尾，却没有猜中开头。看完这部片子，我想谈的有三点，以下。 第一，生活。年近七十的本在妻子逝世之后，一个人生活了三年多，他尝试了很多事情，在外人看来...  (展开),"Seeing this title and poster, the first reaction was that Hathaway went to intern again, and this time was a wise man who guided her to the top of her life, but unfortunately, guessed the end, but did not guess the beginning.After watching this movie, I want to talk about three things, the following. First, life.Ben, who was nearly seventy years old, lived alone for more than three years after his wife's death, and he tried many things, in the eyes of outsiders.。。  (Deployment)","First, life.Ben, who was nearly seventy years old, lived alone for more than three years after his wife's death, and he tried many things, in the eyes of outsiders.。。  (Deployment)",2018-08-05 20:24:28
